"pov","fem","disab","lep","eth","youth","forn","older","GEOID"
28.2600799128224,54.1108294096342,12.278160086925,4.78413068844807,6.15718942412169,18.36291198841,6.91778341180732,18.8337558855487,"34005700102"
17.9248935346496,54.045683313976,9.25280681378242,3.57723577235772,7.12349980642664,10.9562524196671,7.70421989934185,15.9117305458769,"34005700103"
31.8670076726343,50.1278772378517,13.7084398976982,5.69319978914075,12.3785166240409,22.0971867007673,5.52429667519182,13.3503836317136,"34005700104"
16.2396382818387,55.4824561403509,10.5935386927122,0.828402366863905,6.10380116959064,21.6008771929825,2.22953216374269,16.6666666666667,"34005700200"
20.0851063829787,51.7847336628226,9.17378917378917,2.59546539379475,5.6562328390994,17.9846238330588,5.57386051619989,18.8907193849533,"34005700303"
23.5720032180209,46.8212714914034,15.224358974359,1.95994887089902,8.91643342662935,21.7912834866054,3.27868852459016,15.3138744502199,"34005700304"
9.92233009708738,47.2114639814098,10.7997664915353,3.19430315361139,7.0294345468629,20.5073586367157,5.48024786986832,20.294345468629,"34005700305"
6.40973630831643,50.2024291497976,11.497975708502,4.5929018789144,6.47773279352227,20.4453441295547,5.02024291497976,17.4089068825911,"34005700306"
6.24546114742193,52.5417574437182,7.77051561365287,4.1233140655106,1.63398692810458,20.6608569353667,9.58605664488017,17.5744371822803,"34005700307"
19.3427230046948,51.5962441314554,12.018779342723,2.83896231032795,6.0093896713615,20.18779342723,4.55399061032864,16.5727699530516,"34005700401"
10.5517909002904,50.3257834315855,7.64762826718296,1.64728682170543,5.89512876202296,14.8309028855104,3.69221222463543,18.1197641948495,"34005700402"
21.4022140221402,52.4104378593543,15.72153065929,2.2381172127365,7.87262273330385,18.796992481203,5.79389650597081,17.8460858027421,"34005700403"
22.0997375328084,50.5753138075314,11.8723849372385,4.4167610419026,8.73430962343096,23.1694560669456,7.47907949790795,15.3765690376569,"34005700405"
35.0189393939394,57.5189393939394,13.55193328279,7.07264957264957,18.6174242424242,22.1022727272727,15.4734848484848,9.52651515151515,"34005700407"
24.9740394600208,56.7148760330578,14.5169712793734,7.58928571428571,12.448347107438,11.4669421487603,16.5805785123967,16.8904958677686,"34005700408"
7.63851533082302,52.0586676091182,6.82099310832303,0.926268988514265,2.367909524651,22.2124050185545,7.54550273899982,17.1054956706132,"34005700501"
21.4063195371607,55.6140350877193,12.3720516243881,2.37209302325581,0.526315789473684,26.9736842105263,3.50877192982456,16.0526315789474,"34005700502"
6.89185508035958,51.2394442931081,8.47180604739853,0.589556428972487,1.30754562789431,28.3573958049578,4.98501770634704,16.998093162626,"34005700503"
8.45221112696148,52.0994289553242,8.34522111269615,0.45201668984701,1.14208935169634,23.5807860262009,2.31776956667786,18.9788377561303,"34005700504"
3.22471147318398,53.699402786994,8.35030549898167,5.18405943937859,0,25.8128732581287,16.9376244193762,19.3596549435965,"34005700505"
